strategy,group,name,trades,avg_profit_pct,tot_profit_usdt,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,avg_duration,cagr,sortino,params
Exp_DC18_ATR05,dc_atr,"DC=18 ATR=0.5",1185,0.36,4264.354,426.44,0.79,1.23,16.23,33.4,0,30.51,2.70,"{""dc_period"":18,""atr_mult"":0.5}"
Exp_DC18_ATR07,dc_atr,"DC=18 ATR=0.7",1006,0.29,2921.842,292.18,0.63,1.21,26.90,33.2,0,24.49,2.47,"{""dc_period"":18,""atr_mult"":0.7}"
Exp_DC20_ATR00,dc_atr,"DC=20 ATR=0.0",1564,0.17,2583.304,258.33,0.62,1.13,41.92,31.3,0,22.70,2.36,"{""dc_period"":20,""atr_mult"":0.0}"
Exp_DC20_ATR03,dc_atr,"DC=20 ATR=0.3",1373,0.2,2690.56,269.06,0.64,1.15,34.22,31.8,0,23.28,2.46,"{""dc_period"":20,""atr_mult"":0.3}"
Exp_DC20_ATR05,dc_atr,"DC=20 ATR=0.5",1179,0.36,4248.389,424.84,0.77,1.23,16.24,33.4,0,30.44,2.68,"{""dc_period"":20,""atr_mult"":0.5}"
Exp_DC20_ATR07,dc_atr,"DC=20 ATR=0.7",999,0.29,2943.391,294.34,0.63,1.21,26.07,33.2,0,24.60,2.47,"{""dc_period"":20,""atr_mult"":0.7}"
Exp_DC25_ATR00,dc_atr,"DC=25 ATR=0.0",1555,0.17,2607.032,260.70,0.62,1.13,42.76,31.6,0,22.83,2.39,"{""dc_period"":25,""atr_mult"":0.0}"
Exp_DC25_ATR03,dc_atr,"DC=25 ATR=0.3",1365,0.19,2648.785,264.88,0.63,1.15,35.17,31.9,0,23.06,2.47,"{""dc_period"":25,""atr_mult"":0.3}"
Exp_DC25_ATR05,dc_atr,"DC=25 ATR=0.5",1172,0.37,4349.493,434.95,0.78,1.23,16.30,33.5,0,30.84,2.68,"{""dc_period"":25,""atr_mult"":0.5}"
Exp_DC25_ATR07,dc_atr,"DC=25 ATR=0.7",990,0.33,3268.101,326.81,0.65,1.23,25.28,33.5,0,26.19,2.52,"{""dc_period"":25,""atr_mult"":0.7}"
Exp_DC30_ATR00,dc_atr,"DC=30 ATR=0.0",1543,0.17,2682.642,268.26,0.63,1.13,42.33,31.7,0,23.24,2.35,"{""dc_period"":30,""atr_mult"":0.0}"
Exp_DC30_ATR03,dc_atr,"DC=30 ATR=0.3",1358,0.2,2733.18,273.32,0.63,1.15,35.10,32.0,0,23.51,2.44,"{""dc_period"":30,""atr_mult"":0.3}"
Exp_DC30_ATR05,dc_atr,"DC=30 ATR=0.5",1170,0.37,4312.306,431.23,0.79,1.24,16.28,33.6,0,30.70,2.70,"{""dc_period"":30,""atr_mult"":0.5}"
Exp_DC30_ATR07,dc_atr,"DC=30 ATR=0.7",985,0.32,3198.335,319.83,0.66,1.23,24.36,33.5,0,25.86,2.54,"{""dc_period"":30,""atr_mult"":0.7}"
Exp_Tr003_Off015,trailing_grid,"TrailPos=0.03 Offset=0.15",1435,0.25,3650.973,365.10,0.78,1.16,18.42,41.7,0,27.94,2.51,"{""trail_positive"":0.03,""trail_offset"":0.15}"
Exp_Tr003_Off02,trailing_grid,"TrailPos=0.03 Offset=0.2",1327,0.47,6301.14,630.11,0.92,1.23,19.70,37.2,0,37.53,2.68,"{""trail_positive"":0.03,""trail_offset"":0.2}"
Exp_Tr003_Off025,trailing_grid,"TrailPos=0.03 Offset=0.25",1260,0.88,11110.693,1111.07,1.00,1.31,18.51,34.6,0,49.15,2.71,"{""trail_positive"":0.03,""trail_offset"":0.25}"
Exp_Tr003_Off03,trailing_grid,"TrailPos=0.03 Offset=0.3",1211,1.02,12369.781,1236.98,1.00,1.33,17.36,33.0,0,51.54,2.91,"{""trail_positive"":0.03,""trail_offset"":0.3}"
Exp_Tr003_Off035,trailing_grid,"TrailPos=0.03 Offset=0.35",1170,1.18,13766.942,1376.69,0.96,1.34,18.44,32.4,0,53.97,2.84,"{""trail_positive"":0.03,""trail_offset"":0.35}"
Exp_Tr003_Off04,trailing_grid,"TrailPos=0.03 Offset=0.4",1143,1.19,13576.921,1357.69,0.94,1.35,17.92,31.3,0,53.65,2.93,"{""trail_positive"":0.03,""trail_offset"":0.4}"
Exp_Tr005_Off015,trailing_grid,"TrailPos=0.05 Offset=0.15",1426,0.08,1089.632,108.96,0.42,1.08,27.13,41.7,0,12.54,1.62,"{""trail_positive"":0.05,""trail_offset"":0.15}"
Exp_Tr005_Off02,trailing_grid,"TrailPos=0.05 Offset=0.2",1318,0.22,2892.794,289.28,0.70,1.17,19.28,37.3,0,24.34,2.43,"{""trail_positive"":0.05,""trail_offset"":0.2}"
Exp_Tr005_Off025,trailing_grid,"TrailPos=0.05 Offset=0.25",1258,0.44,5565.871,556.59,0.84,1.23,18.46,34.5,0,35.21,2.55,"{""trail_positive"":0.05,""trail_offset"":0.25}"
Exp_Tr005_Off03,trailing_grid,"TrailPos=0.05 Offset=0.3",1211,0.6,7308.064,730.81,0.89,1.27,17.53,32.9,0,40.41,2.80,"{""trail_positive"":0.05,""trail_offset"":0.3}"
Exp_Tr005_Off035,trailing_grid,"TrailPos=0.05 Offset=0.35",1170,0.78,9115.256,911.53,0.89,1.29,18.58,32.3,0,44.91,2.78,"{""trail_positive"":0.05,""trail_offset"":0.35}"
Exp_Tr005_Off04,trailing_grid,"TrailPos=0.05 Offset=0.4",1143,0.85,9698.962,969.90,0.89,1.32,17.91,31.3,0,46.22,2.88,"{""trail_positive"":0.05,""trail_offset"":0.4}"
Exp_Tr008_Off015,trailing_grid,"TrailPos=0.08 Offset=0.15",1364,0.03,388.119,38.81,0.21,1.04,35.78,42.1,0,5.40,0.81,"{""trail_positive"":0.08,""trail_offset"":0.15}"
Exp_Tr008_Off02,trailing_grid,"TrailPos=0.08 Offset=0.2",1281,0.14,1747.122,174.71,0.56,1.13,31.21,37.6,0,17.58,2.09,"{""trail_positive"":0.08,""trail_offset"":0.2}"
Exp_Tr008_Off025,trailing_grid,"TrailPos=0.08 Offset=0.25",1233,0.25,3040.916,304.09,0.69,1.19,17.51,34.7,0,25.09,2.38,"{""trail_positive"":0.08,""trail_offset"":0.25}"
Exp_Tr008_Off03,trailing_grid,"TrailPos=0.08 Offset=0.3",1195,0.41,4904.507,490.45,0.83,1.25,15.93,33.2,0,32.93,2.78,"{""trail_positive"":0.08,""trail_offset"":0.3}"
Exp_Tr008_Off035,trailing_grid,"TrailPos=0.08 Offset=0.35",1152,0.59,6748.157,674.82,0.86,1.28,17.92,32.6,0,38.85,2.89,"{""trail_positive"":0.08,""trail_offset"":0.35}"
Exp_Tr008_Off04,trailing_grid,"TrailPos=0.08 Offset=0.4",1132,0.66,7510.047,751.00,0.85,1.29,17.86,31.4,0,40.95,2.83,"{""trail_positive"":0.08,""trail_offset"":0.4}"
Exp_Tr01_Off015,trailing_grid,"TrailPos=0.1 Offset=0.15",1309,0.02,254.459,25.45,0.14,1.03,32.64,42.2,0,3.70,0.54,"{""trail_positive"":0.1,""trail_offset"":0.15}"
Exp_Tr01_Off02,trailing_grid,"TrailPos=0.1 Offset=0.2",1244,0.1,1230.041,123.00,0.46,1.11,19.92,37.4,0,13.72,1.80,"{""trail_positive"":0.1,""trail_offset"":0.2}"
Exp_Tr01_Off025,trailing_grid,"TrailPos=0.1 Offset=0.25",1206,0.22,2665.485,266.55,0.67,1.18,16.17,34.8,0,23.15,2.37,"{""trail_positive"":0.1,""trail_offset"":0.25}"
Exp_Tr01_Off03,trailing_grid,"TrailPos=0.1 Offset=0.3",1179,0.36,4248.389,424.84,0.77,1.23,16.24,33.4,0,30.44,2.68,"{""trail_positive"":0.1,""trail_offset"":0.3}"
Exp_Tr01_Off035,trailing_grid,"TrailPos=0.1 Offset=0.35",1142,0.54,6193.115,619.31,0.85,1.28,18.09,32.7,0,37.20,2.87,"{""trail_positive"":0.1,""trail_offset"":0.35}"
Exp_Tr01_Off04,trailing_grid,"TrailPos=0.1 Offset=0.4",1126,0.61,6914.204,691.42,0.84,1.29,17.90,31.6,0,39.32,2.83,"{""trail_positive"":0.1,""trail_offset"":0.4}"
Exp_Tr012_Off015,trailing_grid,"TrailPos=0.12 Offset=0.15",1269,0.01,169.47,16.95,0.09,1.02,33.52,41.7,0,2.54,0.38,"{""trail_positive"":0.12,""trail_offset"":0.15}"
Exp_Tr012_Off02,trailing_grid,"TrailPos=0.12 Offset=0.2",1221,0.09,1081.863,108.19,0.42,1.11,29.96,37.4,0,12.47,1.67,"{""trail_positive"":0.12,""trail_offset"":0.2}"
Exp_Tr012_Off025,trailing_grid,"TrailPos=0.12 Offset=0.25",1191,0.16,1923.449,192.34,0.57,1.15,16.13,34.9,0,18.76,2.17,"{""trail_positive"":0.12,""trail_offset"":0.25}"
Exp_Tr012_Off03,trailing_grid,"TrailPos=0.12 Offset=0.3",1167,0.3,3532.517,353.25,0.75,1.22,16.27,33.6,0,27.41,2.68,"{""trail_positive"":0.12,""trail_offset"":0.3}"
Exp_Tr012_Off035,trailing_grid,"TrailPos=0.12 Offset=0.35",1138,0.44,5057.652,505.77,0.81,1.26,17.87,32.8,0,33.48,2.81,"{""trail_positive"":0.12,""trail_offset"":0.35}"
Exp_Tr012_Off04,trailing_grid,"TrailPos=0.12 Offset=0.4",1124,0.49,5473.672,547.37,0.79,1.27,17.87,31.5,0,34.90,2.77,"{""trail_positive"":0.12,""trail_offset"":0.4}"
Exp_Tr015_Off02,trailing_grid,"TrailPos=0.15 Offset=0.2",1180,0.1,1166.23,116.62,0.42,1.11,26.80,37.9,0,13.19,1.75,"{""trail_positive"":0.15,""trail_offset"":0.2}"
Exp_Tr015_Off025,trailing_grid,"TrailPos=0.15 Offset=0.25",1158,0.18,2100.804,210.08,0.57,1.16,16.70,35.4,0,19.89,2.29,"{""trail_positive"":0.15,""trail_offset"":0.25}"
Exp_Tr015_Off03,trailing_grid,"TrailPos=0.15 Offset=0.3",1144,0.34,3918.725,391.87,0.73,1.22,16.45,33.8,0,29.09,2.78,"{""trail_positive"":0.15,""trail_offset"":0.3}"
Exp_Tr015_Off035,trailing_grid,"TrailPos=0.15 Offset=0.35",1123,0.48,5336.517,533.65,0.80,1.26,17.90,32.9,0,34.44,2.83,"{""trail_positive"":0.15,""trail_offset"":0.35}"
Exp_Tr015_Off04,trailing_grid,"TrailPos=0.15 Offset=0.4",1112,0.52,5739.057,573.91,0.80,1.27,17.89,31.7,0,35.78,2.82,"{""trail_positive"":0.15,""trail_offset"":0.4}"
Exp_MB32_TP03,timeout_tp,"MaxBars=32 TP=0.3",1257,0.14,1747.451,174.75,0.52,1.14,18.35,33.3,0,17.59,1.84,"{""max_bars"":32,""tp_big"":0.3}"
Exp_MB32_TP04,timeout_tp,"MaxBars=32 TP=0.4",1253,0.12,1519.427,151.94,0.48,1.13,18.18,33.4,0,15.97,1.74,"{""max_bars"":32,""tp_big"":0.4}"
Exp_MB32_TP05,timeout_tp,"MaxBars=32 TP=0.5",1253,0.12,1491.912,149.19,0.48,1.13,18.24,33.4,0,15.76,1.73,"{""max_bars"":32,""tp_big"":0.5}"
Exp_MB32_TP06,timeout_tp,"MaxBars=32 TP=0.6",1253,0.12,1491.912,149.19,0.48,1.13,18.24,33.4,0,15.76,1.73,"{""max_bars"":32,""tp_big"":0.6}"
Exp_MB48_TP03,timeout_tp,"MaxBars=48 TP=0.3",1210,0.42,5103.806,510.38,0.79,1.24,18.40,33.4,0,33.64,2.48,"{""max_bars"":48,""tp_big"":0.3}"
Exp_MB48_TP04,timeout_tp,"MaxBars=48 TP=0.4",1201,0.38,4616.319,461.63,0.79,1.23,17.74,33.6,0,31.87,2.49,"{""max_bars"":48,""tp_big"":0.4}"
Exp_MB48_TP05,timeout_tp,"MaxBars=48 TP=0.5",1201,0.37,4396.438,439.64,0.77,1.23,17.74,33.6,0,31.03,2.48,"{""max_bars"":48,""tp_big"":0.5}"
Exp_MB48_TP06,timeout_tp,"MaxBars=48 TP=0.6",1201,0.37,4396.438,439.64,0.77,1.23,17.74,33.6,0,31.03,2.48,"{""max_bars"":48,""tp_big"":0.6}"
Exp_MB64_TP03,timeout_tp,"MaxBars=64 TP=0.3",1191,0.42,5037.269,503.73,0.82,1.24,16.31,33.3,0,33.40,2.74,"{""max_bars"":64,""tp_big"":0.3}"
Exp_MB64_TP04,timeout_tp,"MaxBars=64 TP=0.4",1179,0.36,4248.389,424.84,0.77,1.23,16.24,33.4,0,30.44,2.68,"{""max_bars"":64,""tp_big"":0.4}"
Exp_MB64_TP05,timeout_tp,"MaxBars=64 TP=0.5",1178,0.35,4080.496,408.05,0.76,1.23,16.21,33.4,0,29.76,2.68,"{""max_bars"":64,""tp_big"":0.5}"
Exp_MB64_TP06,timeout_tp,"MaxBars=64 TP=0.6",1178,0.34,4042.361,404.24,0.76,1.22,16.23,33.4,0,29.61,2.66,"{""max_bars"":64,""tp_big"":0.6}"
Exp_MB80_TP03,timeout_tp,"MaxBars=80 TP=0.3",1176,0.33,3852.627,385.26,0.70,1.20,16.39,32.4,0,28.81,2.65,"{""max_bars"":80,""tp_big"":0.3}"
Exp_MB80_TP04,timeout_tp,"MaxBars=80 TP=0.4",1163,0.27,3174.104,317.41,0.66,1.19,16.40,32.4,0,25.74,2.56,"{""max_bars"":80,""tp_big"":0.4}"
Exp_MB80_TP05,timeout_tp,"MaxBars=80 TP=0.5",1160,0.25,2936.564,293.66,0.64,1.18,16.44,32.4,0,24.57,2.54,"{""max_bars"":80,""tp_big"":0.5}"
Exp_MB80_TP06,timeout_tp,"MaxBars=80 TP=0.6",1160,0.25,2947.842,294.78,0.64,1.18,16.43,32.4,0,24.62,2.55,"{""max_bars"":80,""tp_big"":0.6}"
Exp_MB96_TP03,timeout_tp,"MaxBars=96 TP=0.3",1165,0.35,4081.281,408.13,0.73,1.21,16.60,31.8,0,29.77,2.83,"{""max_bars"":96,""tp_big"":0.3}"
Exp_MB96_TP04,timeout_tp,"MaxBars=96 TP=0.4",1150,0.28,3215.9,321.59,0.67,1.19,16.45,31.7,0,25.94,2.73,"{""max_bars"":96,""tp_big"":0.4}"
Exp_MB96_TP05,timeout_tp,"MaxBars=96 TP=0.5",1146,0.27,3082.515,308.25,0.67,1.19,16.40,31.7,0,25.29,2.74,"{""max_bars"":96,""tp_big"":0.5}"
Exp_MB96_TP06,timeout_tp,"MaxBars=96 TP=0.6",1145,0.27,3071.701,307.17,0.66,1.19,16.43,31.6,0,25.24,2.73,"{""max_bars"":96,""tp_big"":0.6}"
Exp_Best_A26_R03_S008_T025,best_combo,"ADX=26 ATR=0.3 SL=-0.08 Trail=0.25",1574,0.04,619.211,61.92,0.27,1.05,44.56,29.6,0,8.03,1.53,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A26_R03_S008_T03,best_combo,"ADX=26 ATR=0.3 SL=-0.08 Trail=0.3",1535,0.07,1133.019,113.30,0.40,1.08,38.04,28.1,0,12.91,2.40,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A26_R03_S008_T035,best_combo,"ADX=26 ATR=0.3 SL=-0.08 Trail=0.35",1494,0.16,2391.413,239.14,0.59,1.13,27.62,27.5,0,21.62,3.24,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A26_R03_S01_T025,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.25",1564,0.08,1286.003,128.60,0.42,1.08,41.53,32.9,0,14.17,1.71,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R03_S01_T03,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.3",1524,0.15,2266.44,226.64,0.59,1.12,40.18,31.4,0,20.89,2.30,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R03_S01_T035,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.35",1474,0.29,4338.375,433.84,0.72,1.17,27.76,30.6,0,30.80,2.63,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R03_S012_T025,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.25",1555,0.05,727.303,72.73,0.26,1.05,43.15,34.9,0,9.16,0.91,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.25}"
Exp_Best_A26_R03_S012_T03,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.3",1512,0.1,1578.703,157.87,0.43,1.09,42.76,33.2,0,16.40,1.51,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.3}"
Exp_Best_A26_R03_S012_T035,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.35",1461,0.29,4304.754,430.48,0.65,1.15,28.10,32.8,0,30.67,2.04,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.35}"
Exp_Best_A26_R05_S008_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.25",1361,0.09,1215.436,121.54,0.44,1.10,38.65,30.8,0,13.60,2.47,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A26_R05_S008_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.3",1328,0.13,1747.194,174.72,0.53,1.13,34.67,29.2,0,17.59,2.97,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A26_R05_S008_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.35",1292,0.23,2914.865,291.49,0.67,1.18,34.44,28.6,0,24.45,3.48,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A26_R05_S01_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.25",1351,0.17,2245.873,224.59,0.60,1.14,26.53,34.3,0,20.77,2.17,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R05_S01_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.3",1313,0.28,3701.087,370.11,0.74,1.19,25.71,32.8,0,28.16,2.55,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R05_S01_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.35",1271,0.43,5462.7,546.27,0.81,1.23,15.82,31.9,0,34.87,2.72,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R05_S012_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.25",1345,0.13,1745.938,174.59,0.48,1.11,18.57,36.2,0,17.58,1.52,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.25}"
Exp_Best_A26_R05_S012_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.3",1308,0.24,3201.122,320.11,0.63,1.16,17.54,34.6,0,25.87,1.94,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.3}"
Exp_Best_A26_R05_S012_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.35",1264,0.45,5639.733,563.97,0.74,1.21,19.09,34.0,0,35.45,2.16,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.35}"
Exp_Best_A26_R07_S008_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.25",1143,0.1,1188.866,118.89,0.40,1.11,30.90,31.1,0,13.38,2.42,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A26_R07_S008_T03,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.3",1117,0.12,1355.678,135.57,0.42,1.12,31.11,29.3,0,14.72,2.61,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A26_R07_S008_T035,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.35",1092,0.19,2096.513,209.65,0.54,1.17,34.28,28.6,0,19.86,3.28,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A26_R07_S01_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.25",1131,0.21,2341.66,234.17,0.58,1.17,20.32,35.0,0,21.34,2.22,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R07_S01_T03,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.3",1105,0.29,3157.545,315.75,0.64,1.20,24.34,33.3,0,25.66,2.48,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R07_S01_T035,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.35",1075,0.41,4434.817,443.48,0.73,1.24,15.57,32.4,0,31.17,2.72,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R07_S012_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.12 Trail=0.25",1126,0.18,2016.373,201.64,0.50,1.14,24.53,36.8,0,19.36,1.59,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.12,""trail_offset"":0.25}"
