strategy,group,name,window,phase,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,cagr,sortino
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",W2,test,20240101-20250101,164,51.42,1.65,1.65,9.58,51.25,8.29
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",W3,train,20220101-20250101,490,173.43,1.11,1.43,15.37,39.79,5.75
V6_E9_P005,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=25",W3,test,20250101-20260401,184,52.87,1.22,1.50,12.32,40.56,5.14
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W1,train,20200101-20230101,562,203.71,0.94,1.29,12.56,45.01,4.57
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W1,test,20230101-20240101,206,75.82,1.38,1.43,15.36,75.82,8.26
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W2,train,20210101-20240101,574,253.85,1.06,1.36,15.37,52.38,5.14
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W2,test,20240101-20250101,163,47.21,1.55,1.60,9.58,47.05,7.71
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W3,train,20220101-20250101,485,176.30,1.11,1.43,15.35,40.28,5.63
V6_E9_P006,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=30",W3,test,20250101-20260401,181,51.51,1.20,1.50,12.14,39.56,5.07
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W1,train,20200101-20230101,556,206.90,0.95,1.30,11.00,45.52,4.69
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W1,test,20230101-20240101,204,73.73,1.36,1.43,17.91,73.73,8.17
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W2,train,20210101-20240101,569,245.56,1.05,1.36,17.99,51.18,5.17
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W2,test,20240101-20250101,161,48.39,1.57,1.63,9.52,48.23,7.77
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W3,train,20220101-20250101,478,181.96,1.12,1.45,18.02,41.23,5.70
V6_E9_P007,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=35",W3,test,20250101-20260401,177,55.60,1.27,1.56,12.35,42.57,5.37
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W1,train,20200101-20230101,552,203.97,0.92,1.29,11.94,45.06,4.53
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W1,test,20230101-20240101,202,85.29,1.54,1.50,17.09,85.29,9.17
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W2,train,20210101-20240101,565,259.33,1.11,1.38,17.10,53.17,5.54
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W2,test,20240101-20250101,161,48.39,1.57,1.63,9.52,48.23,7.77
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W3,train,20220101-20250101,476,188.39,1.17,1.48,17.14,42.29,5.80
V6_E9_P008,group_e9_adx_dc,"E9 ADX-DC s=12 w=35 adx=40",W3,test,20250101-20260401,172,57.00,1.28,1.58,12.37,43.60,5.43
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W1,train,20200101-20230101,565,213.75,0.96,1.30,12.85,46.60,4.52
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W1,test,20230101-20240101,206,74.53,1.35,1.42,15.05,74.53,8.17
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W2,train,20210101-20240101,575,258.90,1.05,1.35,15.06,53.11,5.09
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W2,test,20240101-20250101,163,49.82,1.61,1.64,9.41,49.65,8.05
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W3,train,20220101-20250101,486,175.09,1.11,1.43,15.08,40.07,5.71
V6_E9_P009,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=25",W3,test,20250101-20260401,181,56.23,1.27,1.54,11.74,43.03,5.34
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W1,train,20200101-20230101,559,207.50,0.96,1.30,11.92,45.62,4.63
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W1,test,20230101-20240101,204,77.14,1.39,1.43,15.08,77.14,8.35
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W2,train,20210101-20240101,570,260.52,1.07,1.36,15.06,53.34,5.13
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W2,test,20240101-20250101,162,46.48,1.52,1.60,9.41,46.32,7.57
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W3,train,20220101-20250101,481,179.17,1.11,1.44,15.06,40.76,5.62
V6_E9_P010,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=30",W3,test,20250101-20260401,178,54.54,1.25,1.54,11.15,41.79,5.27
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W1,train,20200101-20230101,554,210.25,0.96,1.30,11.00,46.05,4.70
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W1,test,20230101-20240101,202,74.26,1.36,1.43,16.78,74.26,8.17
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W2,train,20210101-20240101,565,251.40,1.06,1.36,16.72,52.03,5.15
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W2,test,20240101-20250101,160,47.41,1.54,1.62,9.52,47.26,7.60
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W3,train,20220101-20250101,475,181.85,1.12,1.45,16.65,41.21,5.65
V6_E9_P011,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=35",W3,test,20250101-20260401,175,57.24,1.30,1.58,11.78,43.78,5.50
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W1,train,20200101-20230101,550,207.65,0.93,1.30,11.94,45.64,4.55
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W1,test,20230101-20240101,200,85.85,1.53,1.50,15.84,85.85,9.17
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W2,train,20210101-20240101,561,266.19,1.11,1.39,15.86,54.13,5.51
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W2,test,20240101-20250101,160,48.37,1.56,1.63,9.52,48.21,7.72
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W3,train,20220101-20250101,473,189.56,1.16,1.48,15.84,42.49,5.79
V6_E9_P012,group_e9_adx_dc,"E9 ADX-DC s=14 w=40 adx=40",W3,test,20250101-20260401,171,57.65,1.30,1.59,11.83,44.07,5.51
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W1,train,20200101-20230101,571,215.82,0.95,1.29,13.59,46.92,4.45
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W1,test,20230101-20240101,212,73.90,1.36,1.41,14.06,73.90,8.00
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W2,train,20210101-20240101,585,247.90,1.04,1.34,14.03,51.52,5.04
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W2,test,20240101-20250101,165,51.46,1.65,1.64,9.58,51.29,8.30
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W3,train,20220101-20250101,496,174.87,1.12,1.43,14.05,40.04,5.71
V6_E9_P013,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=25",W3,test,20250101-20260401,189,54.21,1.25,1.50,12.21,41.55,5.27
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W1,train,20200101-20230101,565,210.50,0.95,1.29,12.56,46.09,4.57
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W1,test,20230101-20240101,210,76.89,1.40,1.43,13.98,76.89,8.20
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W2,train,20210101-20240101,580,248.94,1.06,1.35,14.04,51.68,5.10
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W2,test,20240101-20250101,164,47.22,1.54,1.60,9.58,47.07,7.70
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W3,train,20220101-20250101,491,177.96,1.12,1.43,14.06,40.56,5.60
V6_E9_P014,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=30",W3,test,20250101-20260401,184,51.41,1.21,1.49,12.03,39.48,5.15
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W1,train,20200101-20230101,558,213.85,0.96,1.30,11.00,46.62,4.69
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W1,test,20230101-20240101,205,72.29,1.34,1.42,17.09,72.29,7.97
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W2,train,20210101-20240101,571,238.35,1.03,1.35,17.09,50.13,5.08
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W2,test,20240101-20250101,161,49.96,1.60,1.64,9.52,49.79,7.93
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W3,train,20220101-20250101,480,182.85,1.13,1.45,17.04,41.38,5.70
V6_E9_P015,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=35",W3,test,20250101-20260401,177,54.67,1.25,1.54,12.75,41.89,5.28
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W1,train,20200101-20230101,552,201.33,0.92,1.29,11.94,44.63,4.50
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W1,test,20230101-20240101,203,83.09,1.50,1.49,16.24,83.09,8.98
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W2,train,20210101-20240101,566,252.76,1.09,1.37,16.20,52.23,5.43
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W2,test,20240101-20250101,160,50.30,1.61,1.66,9.52,50.14,7.98
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W3,train,20220101-20250101,476,189.76,1.17,1.48,16.16,42.52,5.84
V6_E9_P016,group_e9_adx_dc,"E9 ADX-DC s=10 w=40 adx=40",W3,test,20250101-20260401,171,57.65,1.30,1.59,11.83,44.07,5.51
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W1,train,20200101-20230101,556,202.76,0.95,1.30,11.93,44.86,4.46
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W1,test,20230101-20240101,202,81.67,1.46,1.48,14.51,81.67,8.74
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W2,train,20210101-20240101,567,268.18,1.10,1.38,14.48,54.41,5.27
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W2,test,20240101-20250101,164,44.57,1.47,1.58,9.52,44.43,6.95
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W3,train,20220101-20250101,479,176.55,1.10,1.45,14.45,40.32,5.40
V6_E11_P001,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.03",W3,test,20250101-20260401,182,45.32,1.10,1.45,14.91,34.96,4.38
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W1,train,20200101-20230101,556,203.85,0.95,1.30,11.94,45.04,4.48
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W1,test,20230101-20240101,201,84.40,1.49,1.49,15.00,84.40,9.16
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W2,train,20210101-20240101,566,273.63,1.12,1.39,14.97,55.17,5.33
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W2,test,20240101-20250101,164,44.67,1.48,1.58,9.52,44.53,6.93
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W3,train,20220101-20250101,478,180.90,1.11,1.45,14.95,41.05,5.49
V6_E11_P002,group_e11_ema_exit,"E11 EMA exit bars=8 profit=-0.01",W3,test,20250101-20260401,182,46.28,1.12,1.46,15.02,35.68,4.39
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W1,train,20200101-20230101,556,207.33,0.95,1.30,12.09,45.59,4.58
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W1,test,20230101-20240101,201,83.99,1.49,1.49,15.00,83.99,9.11
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W2,train,20210101-20240101,566,271.49,1.11,1.39,14.95,54.88,5.38
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W2,test,20240101-20250101,164,44.71,1.48,1.58,9.52,44.56,7.53
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W3,train,20220101-20250101,478,180.32,1.11,1.45,14.95,40.96,5.64
V6_E11_P003,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.01",W3,test,20250101-20260401,180,49.37,1.18,1.49,14.89,37.98,4.92
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W1,train,20200101-20230101,556,209.43,0.96,1.30,12.26,45.92,4.59
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W1,test,20230101-20240101,201,83.94,1.49,1.49,14.88,83.94,9.07
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W2,train,20210101-20240101,566,273.22,1.12,1.39,14.84,55.12,5.40
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W2,test,20240101-20250101,164,45.62,1.50,1.59,9.52,45.47,7.66
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W3,train,20220101-20250101,478,182.33,1.12,1.45,14.82,41.29,5.69
V6_E11_P004,group_e11_ema_exit,"E11 EMA exit bars=8 profit=0.03",W3,test,20250101-20260401,180,49.05,1.17,1.49,14.55,37.74,4.79
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W1,train,20200101-20230101,556,202.76,0.95,1.30,11.93,44.86,4.46
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W1,test,20230101-20240101,202,81.67,1.46,1.48,14.51,81.67,8.74
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W2,train,20210101-20240101,567,268.18,1.10,1.38,14.48,54.41,5.27
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W2,test,20240101-20250101,164,44.57,1.47,1.58,9.52,44.43,6.95
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W3,train,20220101-20250101,479,176.55,1.10,1.45,14.45,40.32,5.40
V6_E11_P005,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.03",W3,test,20250101-20260401,182,45.32,1.10,1.45,14.91,34.96,4.38
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W1,train,20200101-20230101,556,203.85,0.95,1.30,11.94,45.04,4.48
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W1,test,20230101-20240101,201,84.40,1.49,1.49,15.00,84.40,9.16
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W2,train,20210101-20240101,566,273.63,1.12,1.39,14.97,55.17,5.33
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W2,test,20240101-20250101,164,44.67,1.48,1.58,9.52,44.53,6.93
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W3,train,20220101-20250101,478,180.90,1.11,1.45,14.95,41.05,5.49
V6_E11_P006,group_e11_ema_exit,"E11 EMA exit bars=16 profit=-0.01",W3,test,20250101-20260401,182,46.28,1.12,1.46,15.02,35.68,4.39
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W1,train,20200101-20230101,556,207.33,0.95,1.30,12.09,45.59,4.58
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W1,test,20230101-20240101,201,83.99,1.49,1.49,15.00,83.99,9.11
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W2,train,20210101-20240101,566,271.49,1.11,1.39,14.95,54.88,5.38
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W2,test,20240101-20250101,164,44.71,1.48,1.58,9.52,44.56,7.53
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W3,train,20220101-20250101,478,180.32,1.11,1.45,14.95,40.96,5.64
V6_E11_P007,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.01",W3,test,20250101-20260401,180,49.37,1.18,1.49,14.89,37.98,4.92
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W1,train,20200101-20230101,556,209.43,0.96,1.30,12.26,45.92,4.59
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W1,test,20230101-20240101,201,83.94,1.49,1.49,14.88,83.94,9.07
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W2,train,20210101-20240101,566,273.22,1.12,1.39,14.84,55.12,5.40
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W2,test,20240101-20250101,164,45.62,1.50,1.59,9.52,45.47,7.66
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W3,train,20220101-20250101,478,182.33,1.12,1.45,14.82,41.29,5.69
V6_E11_P008,group_e11_ema_exit,"E11 EMA exit bars=16 profit=0.03",W3,test,20250101-20260401,180,49.05,1.17,1.49,14.55,37.74,4.79
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W1,train,20200101-20230101,556,202.76,0.95,1.30,11.93,44.86,4.46
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W1,test,20230101-20240101,202,81.67,1.46,1.48,14.51,81.67,8.74
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W2,train,20210101-20240101,567,268.18,1.10,1.38,14.48,54.41,5.27
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W2,test,20240101-20250101,164,44.57,1.47,1.58,9.52,44.43,6.95
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W3,train,20220101-20250101,479,176.55,1.10,1.45,14.45,40.32,5.40
V6_E11_P009,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.03",W3,test,20250101-20260401,182,45.32,1.10,1.45,14.91,34.96,4.38
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W1,train,20200101-20230101,556,203.85,0.95,1.30,11.94,45.04,4.48
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W1,test,20230101-20240101,201,84.40,1.49,1.49,15.00,84.40,9.16
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W2,train,20210101-20240101,566,273.63,1.12,1.39,14.97,55.17,5.33
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W2,test,20240101-20250101,164,44.67,1.48,1.58,9.52,44.53,6.93
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W3,train,20220101-20250101,478,180.90,1.11,1.45,14.95,41.05,5.49
V6_E11_P010,group_e11_ema_exit,"E11 EMA exit bars=24 profit=-0.01",W3,test,20250101-20260401,182,46.28,1.12,1.46,15.02,35.68,4.39
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W1,train,20200101-20230101,556,207.33,0.95,1.30,12.09,45.59,4.58
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W1,test,20230101-20240101,201,83.99,1.49,1.49,15.00,83.99,9.11
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W2,train,20210101-20240101,566,271.49,1.11,1.39,14.95,54.88,5.38
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W2,test,20240101-20250101,164,44.71,1.48,1.58,9.52,44.56,7.53
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W3,train,20220101-20250101,478,180.32,1.11,1.45,14.95,40.96,5.64
V6_E11_P011,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.01",W3,test,20250101-20260401,180,49.37,1.18,1.49,14.89,37.98,4.92
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W1,train,20200101-20230101,556,209.43,0.96,1.30,12.26,45.92,4.59
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W1,test,20230101-20240101,201,83.94,1.49,1.49,14.88,83.94,9.07
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W2,train,20210101-20240101,566,273.22,1.12,1.39,14.84,55.12,5.40
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W2,test,20240101-20250101,164,45.62,1.50,1.59,9.52,45.47,7.66
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W3,train,20220101-20250101,478,182.33,1.12,1.45,14.82,41.29,5.69
V6_E11_P012,group_e11_ema_exit,"E11 EMA exit bars=24 profit=0.03",W3,test,20250101-20260401,180,49.05,1.17,1.49,14.55,37.74,4.79
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W1,train,20200101-20230101,556,231.13,0.99,1.32,12.49,49.27,4.74
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W1,test,20230101-20240101,201,90.92,1.58,1.52,15.01,90.92,9.54
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W2,train,20210101-20240101,566,296.34,1.16,1.41,15.05,58.25,5.54
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W2,test,20240101-20250101,163,47.92,1.56,1.61,9.41,47.76,7.81
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W3,train,20220101-20250101,477,203.33,1.19,1.49,15.02,44.71,5.97
V6_F1_P001,group_f1_baseline,"F1 CryptoV11 baseline",W3,test,20250101-20260401,178,58.48,1.31,1.57,11.16,44.68,5.52
